Date,PG,BRK-B,V,MSFT,FB,INTC,NVDA,JNJ,GOOG,XOM,MA,DIS,JPM,PYPL,HD,GOOGL,CSCO,CMCSA,ADBE,BAC,AAPL,TSLA,VZ,UNH,AMZN
2021-03-31,133.727951,255.470001,211.422897,235.226837,294.529999,63.608231,133.45192,163.330994,2068.629883,55.028351,355.20932,184.520004,150.471558,242.839996,303.657684,2062.52002,50.986446,53.632652,475.369995,38.527817,121.942871,667.929993,56.891926,370.71225,3094.080078
2021-04-01,132.592422,258.200012,216.545456,241.791687,298.660004,64.154869,138.085846,161.820419,2137.75,56.565948,362.44223,188.970001,151.934464,247.539993,306.144653,2129.780029,51.25267,54.267002,483.339996,39.324463,122.791428,661.75,57.038681,365.730499,3161.0
2021-04-05,134.735138,262.660004,218.72229,248.496201,308.910004,66.132683,139.842957,162.416687,2225.550049,55.688728,367.450378,188.5,152.739822,251.020004,313.75473,2218.959961,52.047131,54.316559,491.619995,39.633163,125.686516,691.049988,57.596344,368.829132,3226.72998
2021-04-06,134.784531,263.059998,218.332855,247.288986,306.26001,65.158676,138.583252,162.376938,2224.75,55.531025,368.697449,189.729996,151.666,253.190002,312.143188,2209.26001,51.669762,54.60532,491.339996,39.523624,125.995987,691.619995,57.831154,363.040344,3223.820068
2021-04-07,135.021515,263.619995,218.951965,249.32428,313.089996,65.84446,141.402588,162.595581,2249.679932,55.777435,370.203857,187.559998,154.042313,255.600006,310.840027,2239.030029,51.41156,54.366344,493.410004,39.882114,127.683121,670.969971,57.723534,364.305725,3279.389893
2021-04-08,135.534973,263.51001,220.379883,252.666565,313.019989,66.639565,143.137192,161.959549,2265.439941,55.195908,377.295502,187.320007,154.231232,264.5,312.789795,2250.429932,51.550591,54.097504,499.839996,39.533585,130.138947,683.799988,56.96011,363.558472,3299.300049
2021-04-09,134.656158,266.01001,222.19725,255.26059,312.459991,67.842155,143.96701,160.250214,2285.879883,55.067772,379.632751,187.889999,155.384583,266.769989,317.564758,2270.669922,51.729347,53.340755,504.040009,39.822369,132.774475,677.02002,56.851334,374.926788,3372.199951
2021-04-12,135.199249,267.929993,221.148773,255.32045,311.540009,65.009605,152.055145,160.637787,2254.790039,54.703087,379.393036,186.490005,155.056473,269.029999,319.116638,2244.620117,51.212944,53.091824,506.029999,39.892075,131.017456,701.97998,56.90078,374.906891,3379.389893
2021-04-13,133.412003,267.100006,220.699432,257.894501,309.76001,64.820763,156.759079,158.49118,2267.27002,54.910069,377.685059,185.490005,153.207123,275.429993,318.728668,2254.429932,51.302322,53.649429,514.859985,39.155174,134.202042,762.320007,56.979889,373.133392,3400.0
2021-04-14,133.895844,267.529999,221.658035,255.001175,302.820007,63.79707,152.735001,158.928452,2254.840088,56.496952,377.874847,187.460007,150.343643,267.209991,318.350616,2241.909912,51.014328,53.071907,510.630005,39.71283,131.806122,732.22998,57.059002,374.259277,3333.0
2021-04-15,135.515228,269.140015,225.951797,258.902161,307.820007,64.621986,161.335526,159.395538,2296.659912,56.161835,386.035187,185.929993,151.298126,274.0,321.056458,2285.25,51.282459,53.908314,523.25,38.57761,134.271927,738.849976,57.059002,388.586792,3379.090088
2021-04-16,135.525101,272.109985,226.081619,260.139313,306.179993,64.353638,159.088547,161.23407,2297.76001,55.846428,385.715607,187.259995,152.421661,269.869995,326.368591,2282.75,52.434429,54.874165,525.080017,38.985889,133.93251,739.780029,57.632557,389.58316,3399.439941
2021-04-19,134.893143,270.279999,225.462509,258.143921,302.23999,63.240498,153.582291,161.68129,2302.399902,55.669014,381.710297,187.429993,151.775375,267.910004,325.14502,2289.76001,52.484081,53.908314,516.169983,39.005802,134.611343,714.630005,57.741333,388.417389,3372.01001
2021-04-20,136.018814,267.890015,222.956146,257.665039,302.649994,62.316189,151.677734,165.447784,2293.629883,54.496101,376.186829,182.789993,148.414749,264.429993,322.270081,2279.01001,51.431423,53.92823,514.210022,37.920376,132.884293,718.98999,57.741333,395.082977,3334.689941
2021-04-21,135.130127,272.209991,227.120102,259.979675,301.470001,63.310066,153.569809,165.557098,2293.290039,55.195908,382.6492,183.110001,149.67746,264.890015,324.249725,2278.350098,51.570454,54.42609,512.340027,38.557693,133.273621,744.119995,57.494114,397.354675,3362.02002
2021-04-22,133.788559,269.51001,227.239929,256.577545,296.519989,62.186985,148.468475,164.155838,2267.919922,54.476387,382.908875,182.759995,146.525635,262.269989,319.783112,2252.52002,51.143433,54.167202,507.290009,38.1992,131.716278,719.690002,56.643665,395.092957,3309.040039
2021-04-23,133.102875,271.980011,229.666397,260.54837,301.130005,58.877369,152.617523,164.493744,2315.300049,54.772079,386.604553,183.020004,149.329483,266.029999,322.20047,2299.929932,51.550591,54.157246,515.840027,39.015762,134.092239,729.400024,56.663445,398.849182,3340.879883
2021-04-26,130.439621,270.859985,230.005905,260.947449,303.040009,58.400307,154.744537,163.102417,2326.73999,54.880501,387.014069,184.270004,149.697357,271.720001,318.320801,2309.929932,51.282459,54.087543,515.700012,39.244797,134.491562,738.200012,56.307442,394.415436,3409.0
2021-04-27,130.360107,273.649994,229.576538,261.366486,303.570007,57.615143,153.782257,162.168228,2307.120117,55.600018,388.612183,184.639999,150.383408,268.820007,318.917664,2290.97998,51.014328,54.067631,517.320007,39.71283,134.162109,704.73999,55.694332,393.060394,3417.429932
2021-04-28,130.578735,272.950012,233.111389,253.973541,307.100006,57.267284,152.732498,160.975677,2379.909912,57.275608,395.184418,183.389999,151.357788,271.089996,318.042236,2359.040039,50.75613,53.868484,515.47998,39.862198,133.353485,694.400024,55.803108,393.150055,3458.5
2021-04-29,131.681808,277.600006,236.516449,251.928268,329.51001,57.923244,153.212387,163.181915,2429.889893,58.093689,388.49234,185.330002,154.300827,267.850006,323.642883,2392.76001,51.103706,56.158646,516.090027,40.937672,133.253662,677.0,56.683224,400.084656,3471.310059
2021-04-30,132.586121,274.950012,233.221237,251.59903,325.079987,57.177834,150.060608,161.721024,2410.120117,56.418102,381.610413,186.020004,152.928741,262.290009,321.981628,2353.5,50.557514,55.909714,508.339996,40.360104,131.237091,709.440002,57.148003,397.344696,3467.419922
2021-05-03,134.15625,279.179993,232.272614,251.27977,322.579987,56.909489,148.333496,164.185669,2395.169922,57.975414,378.953552,185.509995,152.481323,259.089996,328.54715,2343.080078,50.815712,56.327915,503.459991,40.38998,132.315247,684.900024,57.276554,404.418793,3386.48999
2021-05-04,133.699112,280.26001,231.693451,247.219147,318.359985,56.551693,143.479614,166.729782,2354.25,58.340099,375.467651,184.25,154.589157,250.160004,331.034119,2306.830078,50.358898,56.387661,490.700012,40.828133,127.633202,673.599976,57.949001,409.838959,3311.870117
2021-05-05,132.625885,282.76001,228.877563,245.902191,315.019989,56.501999,144.55188,166.034134,2356.73999,60.094543,368.705627,181.509995,156.617477,247.399994,330.317871,2314.77002,50.775993,56.168602,486.690002,41.216499,127.88279,670.940002,58.038002,410.99472,3270.540039
2021-05-06,134.295364,289.709991,230.984497,249.154678,320.019989,57.189999,145.196716,166.699982,2381.350098,60.666214,375.038177,181.789993,159.769318,252.020004,335.819031,2337.350098,52.07692,56.73616,483.609985,41.833897,129.520004,663.539978,58.631336,413.455688,3306.370117
2021-05-07,134.305298,290.929993,231.783325,251.878387,319.079987,57.669998,148.088562,167.455261,2398.689941,61.533581,374.958252,184.839996,160.316177,253.360001,337.480316,2351.929932,53.06007,57.861324,488.730011,42.003185,130.210007,672.369995,58.067669,416.125916,3291.610107
2021-05-10,136.809555,292.329987,225.642242,246.61055,305.970001,55.970001,142.624817,169.214294,2341.659912,61.681427,365.908905,184.300003,160.29628,243.630005,339.340576,2291.75,52.791939,57.263893,479.380005,41.87373,126.849998,629.039978,58.858784,419.354126,3190.48999
2021-05-11,136.13382,285.630005,225.152954,245.662735,306.529999,55.040001,143.029724,167.832901,2308.76001,59.720001,367.177399,181.669998,157.631622,248.600006,328.93515,2270.060059,52.464226,57.253937,485.190002,41.395744,125.910004,617.200012,57.889671,410.197632,3223.909912
2021-05-12,134.692871,282.910004,220.309998,238.449402,302.549988,53.619999,137.553482,167.15712,2239.080078,60.040001,356.200348,177.850006,156.547882,239.910004,315.346405,2200.25,51.242737,56.377701,472.089996,41.007378,122.769997,589.890015,57.761112,403.890717,3151.939941
2021-05-13,136.859253,286.899994,223.740005,242.470108,305.26001,54.009998,136.621185,168.906204,2261.969971,59.299999,359.596344,178.339996,160.574677,240.800003,323.722473,2229.040039,52.126579,57.144405,474.160004,41.664612,124.970001,571.690002,58.15667,407.069092,3161.469971
2021-05-14,137.14743,290.679993,226.940002,247.578308,315.940002,55.349998,142.397354,169.164597,2316.159912,60.77,363.481781,173.699997,163.070297,246.289993,321.941803,2278.379883,52.533737,58.428886,486.559998,42.182434,127.449997,589.73999,58.038002,408.304565,3222.899902
2021-05-17,136.869186,289.220001,226.440002,244.615158,315.459991,55.330002,141.622543,169.333542,2321.409912,62.189999,362.872498,170.080002,163.726517,244.360001,318.340698,2288.919922,52.57346,55.222664,482.73999,42.560841,126.269997,576.830017,57.296333,407.138855,3270.389893
2021-05-18,135.468002,287.589996,225.570007,242.520004,309.959991,54.84,140.125381,169.393158,2303.429932,60.43,362.642792,169.679993,161.419815,243.210007,315.097687,2262.469971,52.56353,54.714848,480.619995,41.983269,124.849998,577.869995,56.544777,408.882446,3232.280029
2021-05-19,135.746246,286.220001,224.589996,243.119995,313.589996,55.360001,140.625275,169.025467,2308.709961,58.98,360.555237,169.270004,160.186905,244.630005,312.809723,2271.5,52.106716,54.007889,480.470001,41.794067,124.690002,563.460022,56.287663,408.005676,3231.800049
2021-05-20,137.137497,286.730011,226.440002,246.479996,318.609985,55.950001,146.091522,170.009323,2356.090088,58.84,367.267334,171.360001,159.908524,251.539993,314.252136,2306.949951,52.484081,54.804462,491.670013,41.694485,127.309998,586.780029,56.159111,407.148804,3247.679932
2021-05-21,137.137497,287.73999,226.770004,245.169998,316.230011,56.080002,149.883148,169.900009,2345.100098,58.919998,367.16745,172.399994,161.728027,250.690002,314.122803,2294.129883,52.066994,54.844296,488.070007,42.222267,125.43,580.880005,56.277779,410.127899,3203.080078
2021-05-24,137.097748,289.730011,229.320007,250.779999,324.630005,56.959999,156.084229,170.550003,2406.669922,59.610001,371.941833,174.309998,162.602982,257.170013,313.197662,2361.040039,53.020344,55.42181,497.829987,42.451302,127.099998,606.440002,56.347,409.450378,3244.98999
2021-05-25,137.564804,287.200012,229.020004,251.720001,327.790009,56.869999,156.441635,170.080002,2409.070068,58.259998,366.787903,176.169998,160.922684,258.649994,315.097687,2362.870117,52.940899,55.461639,505.079987,41.833897,126.900002,604.690002,55.852554,411.542694,3259.050049
2021-05-26,137.256744,287.329987,227.070007,251.490005,327.660004,56.919998,156.964035,169.070007,2433.530029,58.939999,362.223267,176.470001,160.902786,261.369995,315.674652,2380.310059,52.543667,56.606716,506.980011,41.863773,126.849998,619.130005,55.733887,411.702118,3265.159912
2021-05-27,134.136368,289.299988,226.860001,249.309998,332.75,57.73,154.844513,168.809998,2402.51001,58.560001,361.574036,179.039993,163.408356,259.470001,317.107147,2362.679932,52.553596,57.09462,498.279999,42.371635,125.279999,630.849976,55.664665,411.194,3230.110107
2021-05-28,134.007187,289.440002,227.300003,249.679993,328.730011,57.119999,162.407791,169.25,2411.560059,58.369999,360.155701,178.649994,163.298981,260.019989,317.246429,2356.850098,52.533737,57.09462,504.579987,42.212307,124.610001,625.219971,55.862446,410.41684,3223.070068
2021-06-01,132.0495,289.839996,226.630005,247.399994,329.130005,56.889999,162.607742,165.529999,2429.810059,60.459999,359.366638,178.839996,165.098618,259.269989,314.660004,2381.179932,52.255676,56.706291,495.910004,42.740082,124.279999,623.900024,55.753666,405.235809,3218.649902
2021-06-02,132.625885,290.019989,229.660004,247.300003,329.149994,57.48,167.744064,166.199997,2421.280029,60.939999,366.418335,177.0,165.108551,262.170013,313.230011,2370.590088,52.593323,56.447399,495.769989,42.759998,125.059998,605.119995,56.020668,404.368988,3233.98999
2021-06-03,135.000946,291.970001,228.110001,245.710007,326.040009,56.240002,169.658615,166.039993,2404.610107,61.18,361.394257,176.240005,165.217911,257.790009,311.429993,2347.580078,52.960762,56.148685,493.140015,43.25,123.540001,572.840027,56.347,406.471283,3187.01001
2021-06-04,135.100311,292.519989,230.139999,250.789993,330.350006,57.369999,175.742233,165.970001,2451.76001,61.450001,365.589294,177.179993,165.486374,263.040009,311.01001,2393.570068,53.695637,56.756077,504.5,43.27,125.889999,599.049988,56.663445,404.15976,3206.219971
2021-06-07,135.567368,289.459991,231.320007,253.809998,336.579987,57.09,176.149628,164.839996,2466.090088,61.049999,363.651581,176.990005,164.710846,260.600006,309.959991,2402.300049,53.546673,56.676414,509.470001,43.119999,125.900002,605.130005,56.564556,398.789429,3198.01001
2021-06-08,133.997238,289.190002,232.050003,252.570007,333.679993,57.0,174.530014,163.389999,2482.850098,62.130001,364.8302,176.330002,164.054626,263.149994,310.899994,2398.439941,53.755222,56.188515,509.200012,42.880001,126.739998,603.590027,56.515114,400.273956,3264.110107
2021-06-09,133.947556,288.579987,232.309998,253.589996,330.25,57.0,173.582504,165.589996,2491.399902,62.650002,362.902466,176.039993,162.006424,263.600006,307.339996,2407.939941,53.645985,56.019241,514.679993,42.32,127.129997,598.780029,56.416222,399.636322,3281.149902
2021-06-10,134.941299,284.910004,233.949997,257.23999,332.459991,57.380001,174.25,167.080002,2521.600098,62.75,363.871307,176.570007,159.480972,269.470001,308.309998,2435.129883,54.648991,56.357784,535.52002,41.689999,126.110001,610.119995,56.702999,400.024872,3349.649902
2021-06-11,134.01712,286.820007,234.960007,257.890015,331.26001,57.849998,178.252502,164.960007,2513.929932,62.169998,365.069916,177.380005,159.371597,271.450012,310.769989,2430.199951,54.390789,56.636589,541.26001,41.860001,127.349998,609.890015,56.693111,396.438049,3346.830078
2021-06-14,134.066818,283.529999,234.080002,259.890015,336.769989,58.189999,180.1875,165.369995,2527.040039,62.07,366.088715,178.179993,156.667206,274.929993,309.320007,2448.909912,53.794941,57.034878,556.950012,41.360001,130.479996,617.690002,56.544777,397.7034,3383.870117
2021-06-15,133.808426,283.940002,232.979996,258.359985,336.75,57.990002,177.884995,164.490005,2520.659912,64.330002,367.686829,175.860001,154.290878,271.890015,306.450012,2428.389893,53.417576,57.074707,548.460022,41.389999,129.639999,599.359985,56.653557,398.819305,3383.129883
2021-06-16,131.950119,283.109985,229.600006,257.380005,331.079987,57.220001,178.102493,164.429993,2513.929932,64.099998,363.391907,174.660004,155.374649,268.820007,302.779999,2415.449951,53.099792,56.875561,543.330017,41.619999,130.149994,604.869995,56.010777,395.800354,3415.25
2021-06-17,133.152557,278.690002,232.149994,260.899994,336.51001,57.18,186.572495,165.220001,2527.419922,61.990002,366.857819,174.649994,150.890472,278.109985,303.119995,2434.870117,52.762146,57.273849,551.359985,39.799999,131.789993,616.599976,55.901997,395.899994,3489.23999
2021-06-18,131.204803,274.040009,230.410004,259.429993,329.660004,55.669998,186.387497,161.979996,2511.350098,60.400002,366.987671,172.419998,147.072479,283.380005,302.609985,2402.219971,51.709484,56.467316,565.590027,38.779999,130.460007,623.309998,55.199886,389.369995,3486.899902
2021-06-21,132.238312,277.100006,234.320007,262.630005,332.290009,55.869999,184.272507,163.839996,2529.100098,62.59,372.65097,173.970001,149.5681,283.100006,307.600006,2436.25,52.811798,57.034878,567.349976,39.75,132.300003,620.830017,55.763554,398.070007,3453.959961
2021-06-22,132.287994,276.920013,235.929993,265.51001,339.029999,55.869999,188.867493,163.619995,2539.98999,63.790001,377.595154,173.5,149.349365,286.75,312.709991,2446.610107,52.891243,57.383381,575.73999,39.970001,133.979996,623.710022,55.743774,398.690002,3505.439941
2021-06-23,132.099182,274.660004,234.679993,265.269989,340.589996,55.259998,190.572495,162.630005,2529.22998,64.260002,374.698578,175.330002,150.25415,288.119995,311.670013,2442.540039,52.394707,55.24258,574.22998,40.200001,133.699997,656.570007,55.447109,395.559998,3503.820068
2021-06-24,132.188629,275.48999,236.240005,266.690002,343.179993,56.07,192.054993,163.369995,2545.639893,64.519997,374.309021,177.929993,151.636185,293.209991,311.839996,2450.0,52.414566,55.820099,578.26001,40.830002,133.410004,679.820007,55.743774,398.869995,3449.080078
2021-06-25,134.076752,278.380005,237.320007,265.019989,341.369995,55.91,190.309998,164.210007,2539.899902,64.660004,379.1633,178.350006,153.167358,289.600006,313.630005,2450.169922,52.692631,56.178555,579.659973,41.619999,133.110001,671.869995,55.753666,404.950012,3401.459961
2021-06-28,134.474258,276.609985,234.089996,268.720001,355.640015,57.48,199.850006,164.020004,2536.389893,63.009998,367.247345,176.570007,153.445755,293.649994,314.279999,2450.719971,52.593323,55.859924,588.799988,41.560001,134.779999,688.719971,55.555885,401.459991,3443.889893
2021-06-29,133.559998,276.209991,235.949997,271.399994,351.890015,56.75,200.267502,164.029999,2520.370117,62.619999,367.566956,173.929993,153.256851,292.76001,318.23999,2445.449951,52.543667,56.298046,590.75,40.889999,136.330002,680.76001,55.219666,398.100006,3448.139893
2021-06-30,134.08667,277.920013,233.820007,270.899994,347.709991,56.139999,200.024994,164.740005,2506.320068,63.080002,364.6604,175.770004,154.648819,291.480011,318.890015,2441.790039,52.633045,56.77599,585.640015,41.23,136.960007,679.700012,55.407551,400.440002,3440.159912
2021-07-01,134.394745,280.170013,235.149994,271.600006,354.390015,56.009998,202.119995,165.960007,2527.370117,63.259998,370.273773,177.259995,156.180008,289.0,321.540009,2448.889893,53.069996,57.502865,584.72998,41.540001,137.270004,677.919983,55.664665,404.890015,3432.969971
2021-07-02,135.050613,279.119995,238.630005,277.649994,354.700012,56.759998,204.869995,168.979996,2574.379883,63.169998,374.588684,177.110001,156.029999,290.23999,322.700012,2505.149902,53.540001,58.169998,593.070007,41.150002,139.960007,678.900024,55.812996,409.359985,3510.97998
2021-07-06,135.130112,277.320007,239.600006,277.660004,352.779999,56.09,206.985001,167.970001,2595.419922,61.369999,375.677399,173.690002,153.410004,292.640015,319.26001,2523.800049,52.98,57.66,596.900024,40.07,142.020004,659.580017,55.783333,410.26001,3675.73999
2021-07-07,136.143753,279.23999,240.0,279.929993,350.48999,55.959999,203.717499,169.410004,2601.550049,60.41,373.480011,172.820007,153.589996,297.130005,323.480011,2529.47998,53.259998,58.169998,605.77002,39.75,144.570007,644.650024,55.901997,411.660004,3696.580078
2021-07-08,136.123871,274.100006,236.610001,277.420013,345.649994,55.389999,199.027496,169.080002,2583.540039,60.139999,370.190002,172.800003,150.940002,295.049988,318.540009,2500.879883,53.259998,58.23,605.950012,38.779999,143.240005,652.809998,55.68,409.950012,3731.409912
2021-07-09,136.173553,280.48999,238.470001,277.940002,350.420013,55.990002,200.502502,169.75,2591.48999,61.23,372.940002,177.039993,155.770004,300.209991,322.089996,2510.370117,53.740002,58.029999,604.5,40.040001,145.110001,656.950012,56.07,412.109985,3719.340088
2021-07-12,136.282867,280.109985,237.869995,277.320007,353.160004,56.73,205.125,169.479996,2611.280029,61.169998,375.559998,184.380005,158.0,302.970001,321.73999,2539.51001,53.23,58.259998,600.200012,40.630001,144.5,685.700012,56.150002,416.040009,3718.550049
2021-07-13,136.113937,279.209991,242.350006,280.980011,352.089996,56.869999,202.5,169.270004,2619.889893,60.880001,383.709991,183.649994,155.649994,301.190002,317.049988,2546.830078,53.32,57.82,605.01001,39.860001,145.639999,668.539978,56.09,418.540009,3677.360107
2021-07-14,137.117615,278.309998,245.990005,282.51001,347.630005,56.52,198.414993,170.419998,2641.649902,59.529999,390.799988,183.419998,155.119995,300.75,319.220001,2564.73999,54.09,57.77,608.830017,38.860001,149.149994,653.380005,56.32,414.73999,3681.679932
2021-07-15,138.290253,279.720001,248.550003,281.029999,344.459991,55.810001,189.662506,168.369995,2625.330078,58.950001,390.230011,184.149994,155.460007,296.51001,322.709991,2540.100098,53.650002,57.950001,606.169983,38.830002,148.479996,650.599976,56.549999,420.049988,3631.199951
2021-07-16,139.631805,277.899994,248.119995,280.75,341.160004,54.970001,181.610001,168.100006,2636.909912,57.32,387.119995,179.309998,151.910004,294.630005,321.540009,2539.399902,53.700001,57.549999,606.099976,37.919998,146.389999,644.219971,56.459999,419.700012,3573.629883
2021-07-19,139.562256,272.660004,240.410004,277.01001,336.950012,54.639999,187.797501,166.880005,2585.080078,55.349998,365.450012,172.949997,146.970001,294.850006,318.869995,2491.560059,53.060001,56.630001,602.049988,36.93,142.449997,646.219971,55.84,409.059998,3549.590088
2021-07-20,138.81694,276.890015,242.699997,279.320007,341.660004,55.240002,186.119995,168.449997,2622.030029,55.959999,374.390015,176.75,149.710007,298.070007,325.350006,2524.189941,53.580002,57.080002,608.719971,37.689999,146.149994,660.5,55.580002,412.970001,3573.189941
2021-07-21,138.329987,279.880005,243.660004,281.399994,346.230011,56.23,194.100006,169.490005,2652.01001,57.759998,380.059998,176.889999,152.860001,301.769989,326.359985,2550.97998,53.880001,57.810001,612.26001,38.459999,145.399994,655.289978,55.950001,414.640015,3585.199951
2021-07-22,137.800003,277.700012,244.139999,286.140015,351.190002,55.959999,195.940002,169.979996,2666.570068,57.110001,382.160004,175.130005,150.929993,303.690002,326.660004,2568.429932,54.540001,57.790001,623.679993,37.959999,146.800003,649.26001,55.950001,415.769989,3638.030029
2021-07-23,139.789993,278.48999,249.020004,289.670013,369.790009,53.0,195.580002,171.789993,2756.320068,57.040001,393.26001,176.139999,150.639999,308.529999,332.839996,2660.300049,55.23,58.360001,625.869995,37.700001,148.559998,643.380005,55.880001,417.700012,3656.639893
2021-07-26,140.279999,278.799988,250.25,289.049988,372.459991,54.310001,192.940002,171.869995,2792.889893,58.48,392.799988,178.740005,151.649994,306.799988,331.179993,2680.699951,55.470001,58.700001,620.799988,38.130001,148.990005,657.619995,55.779999,413.540009,3699.820068
2021-07-27,140.850006,280.779999,250.929993,286.540009,367.809998,53.18,192.080002,172.660004,2735.929932,57.830002,390.269989,179.5,151.449997,300.480011,327.26001,2638.0,55.279999,58.560001,618.280029,37.98,146.770004,644.780029,56.200001,415.100006,3626.389893
2021-07-28,138.759995,278.100006,246.940002,286.220001,373.279999,53.07,195.029999,172.179993,2727.629883,58.220001,383.440002,179.100006,151.699997,301.980011,325.519989,2721.879883,54.77,57.98,620.919983,38.130001,144.979996,646.97998,55.720001,409.170013,3630.320068
2021-07-29,139.479996,279.76001,247.919998,286.5,358.320007,53.700001,196.619995,172.179993,2730.810059,58.93,388.809998,178.350006,153.0,283.170013,327.429993,2715.550049,55.07,58.110001,621.700012,38.68,145.639999,677.349976,55.98,412.079987,3599.919922
2021-07-30,142.229996,278.290009,246.389999,284.910004,356.299988,53.720001,194.990005,172.199997,2704.419922,57.57,385.940002,176.020004,151.779999,275.529999,328.190002,2694.530029,55.369999,58.830002,621.630005,38.360001,145.860001,687.200012,55.779999,412.220001,3327.590088
